sentence_id	sentence	locale	reason
030c9ba8a7e9ba8166ab1c39ef3e42f682bcf19d65787107d99a93203c1edb9c	Fructifica desde en el otoño.	es	grammar-or-spelling
0315b0513071b870b6e4943cadb7a49363177ecdd1c39c067b3b5278d43360f3	Shinya Aikawa	es	different-language
031af32e85822187cb2af9ed367b329b10fd6abede987efef030c2566c3212fa	Louis, Missouri, y miembro del grupo St.	es	different-language
031af32e85822187cb2af9ed367b329b10fd6abede987efef030c2566c3212fa	Louis, Missouri, y miembro del grupo St.	es	difficult-pronounce
02ca25c1cc6c529349f39e6285afbf6bb77ea45bbc8b6337dc5b7c9c63adb9d9	Pertenece a la corriente Rinzai del budismo y está dedicado al Buddha Amitābha.	es	difficult-pronounce
03040cf8fcd47b68e1c7f62b5d71b57bfb58b65fa6ab5a7bfbbd13c0473075dc	Takuya Matsuura	es	different-language
02e83f83b3946ac3a11e5f62fffd3470b1fac6e201aa47d6613adf691f452e8f	Más tarde, Schleyer dijo que Dios mismo le guio en esta labor.	es	difficult-pronounce
02f0b6909aaddcbe5c1b6454972d54090709e92cd24dc6dde694f0285965328c	Tōru Irie	es	different-language
031bd1a49712247171b42dcf5ddce9505a5122e7052e690a39134a55a1e1c59f	La victoria fue para Carl Schlechter.	es	difficult-pronounce
031466e9f214530f11644812fad88c3d88b13bfdcf8aba95bf2d9ed61a37c13d	Su figura histórica aparece en la "saga de Egil Skallagrímson", y "saga Eyrbyggja".	es	difficult-pronounce
0326f75210c5c649034fcdb8cb6a6a038836118bbad81f7b52cfcf3b1672bb38	Forma parte del cantón de Echternach.	es	difficult-pronounce
0352c1deb31ccf8689fe6acf32c710ed958e61392735bac5f3aacbe16f62051f	Le Plessier-sur-Bulles	es	different-language
03859b1c0115349bc7210c1d566e7f09a1a3a71119d0f62099e594eb1d9a6dd1	Provincias oficial en el que participa anualmente.	es	grammar-or-spelling
02f0b6909aaddcbe5c1b6454972d54090709e92cd24dc6dde694f0285965328c	Tōru Irie	es	different-language
037e3d51913582459c32296a14ae432217022f10d9eeb21d23d8ca8ed44f9dda	Drum Attack".	es	different-language
038fa51281c5e12b790df9828e61a0c7f05baea0e10e6f74598ddccab5e3d999	Con el nombre artístico de Michael Ames, participó en "Quiet, Please!	es	difficult-pronounce
031256ad494c72cf278e921cec5c987261a0f7f3e2b0aeacc4f0a89b7d49645c	Compite con Hrafn primero en verso, y luego en la batalla.	es	difficult-pronounce
037817c1d62dc144304d3f1d7f72a96383e3cb9cc998e684abaac1fe9ee48c3b	Se graduó de "Ferris State University" en Big Rapids, Michigan.	es	difficult-pronounce
038badb62f4b8b291f75bcb79ab3fd619e526d3dd11dfa660ac50e1ad5ec33b1	Debe su nombre al río Loiret.	es	difficult-pronounce
03727b3d93f3a602ecabe7ec8682effa677017d577f4857bcf6da57e07619690	Según la clasificación climática de Köppen en el cantón predomina el clima Tropical Monzónico.	es	difficult-pronounce
02f670cf9d8f645cb4efe85ccd6785d8790ea1c346ae65d8aa1cbc66ff6bedd6	Commentary and documents" junto con Leland Goodrich.	es	difficult-pronounce
0386ed28005cb2000c27612f9ae12edeb64e16a4b94dba5948fb587e1fcf8659	La serie es protagonizada por Michael Douglas, Alan Arkin, Nancy Travis, y Sarah Baker.	es	difficult-pronounce
02f0b6909aaddcbe5c1b6454972d54090709e92cd24dc6dde694f0285965328c	Tōru Irie	es	different-language
03a29768069fdaf9afb8f103b44ba7e2d1ef4e71796661bfe7517ca9da8c1852	Ríos tributarios son Red Deer, Woody y Swan.	es	difficult-pronounce
03a0c70d69f280503971af0dfe2f6d46549ed55a175e9a4cea107a4226866a13	Inicia su carrera como actor actuando en el grupo teatral de Jean Louis Barrault.	es	difficult-pronounce
0352c1deb31ccf8689fe6acf32c710ed958e61392735bac5f3aacbe16f62051f	Le Plessier-sur-Bulles	es	different-language
039c94600f2fcdfdf1f7454d5352ebf90a9e852c76f224b0db6a28c4d6f546e3	Wiley-Blackwell, ed.	es	difficult-pronounce
039814adb5473ad413ad4f85306270123323405843746a36e551e94b305f1ce3	Wendell Rand se fue de K'un-L'un el mismo día sin haber enfrentado al dragón.	es	difficult-pronounce
03acd1060128ba081b014d9895814b070f0a5f04612b72612fbcea340b244c16	Cuenta con una plataforma ferroviaria en la línea Tijoretsk-Salsk.	es	difficult-pronounce
035e20067feb0f58747669cd989effe371ecf021418a7d7e3da2284ed9ae5575	En edad juvenil abraza los ideales republicanos de Giuseppe Mazzini.	es	difficult-pronounce
039f0393bf0cc1dcd0a8a98614a4c04050ceb3b247a09440b82911b8de948388	Se encontraba nuevamente bajo las órdenes de Von Manstein.	es	difficult-pronounce
03a56daa12c3f3fce32d1c9e060775f5ae481fcdeb013b0ed38acea25ca3f0e1	Cuando la isla fue descubierta recibió el nombre de "São João".	es	difficult-pronounce
03b0cda242f338baee22eef9c1ad195fd3d73465051eca7d3db0282af6ef38a7	Cíclope da la noticia de la muerte de Banshee a su hija, Siryn.	es	difficult-pronounce
0352c1deb31ccf8689fe6acf32c710ed958e61392735bac5f3aacbe16f62051f	Le Plessier-sur-Bulles	es	difficult-pronounce
03a71669cafb5cdec71bf60c8d735d73f0de27555f03beaec64071ca24cda51f	Su padre es originario de Caithness en el extremo norte de Escocia.	es	difficult-pronounce
03a406af7d25d6ddd3c4333191b297e8db2fb46a818ac6d07363a91c75f63cff	Pʷ Es 'pw'.	es	difficult-pronounce
038c238e64dadd689f475e872da5405ee506f5480d203ab506e71b779123924c	Allen; "Which Side Are You On?	es	different-language
03a0c70d69f280503971af0dfe2f6d46549ed55a175e9a4cea107a4226866a13	Inicia su carrera como actor actuando en el grupo teatral de Jean Louis Barrault.	es	difficult-pronounce
038fa51281c5e12b790df9828e61a0c7f05baea0e10e6f74598ddccab5e3d999	Con el nombre artístico de Michael Ames, participó en "Quiet, Please!	es	difficult-pronounce
036a10f057e0087ec661e633ad35ee15cd97bf9eb32e6fde2382f9bd1aabfabb	Brisson nació en Fontenay-le-Comte.	es	different-language
038c5862c6137a21379d383a223a65560ffa9ef8ab793786ad37b9814a2f7795	Actualmente es editado por Bryce Johns.	es	difficult-pronounce
039c94600f2fcdfdf1f7454d5352ebf90a9e852c76f224b0db6a28c4d6f546e3	Wiley-Blackwell, ed.	es	difficult-pronounce
037817c1d62dc144304d3f1d7f72a96383e3cb9cc998e684abaac1fe9ee48c3b	Se graduó de "Ferris State University" en Big Rapids, Michigan.	es	difficult-pronounce
031256ad494c72cf278e921cec5c987261a0f7f3e2b0aeacc4f0a89b7d49645c	Compite con Hrafn primero en verso, y luego en la batalla.	es	difficult-pronounce
0379389d47f1b4f206ccd758f2cbe833d53f82ebfa2f3ac9d4af7198ac5efc7b	Más tarde, va Panamá con Michael Scofield y Lincoln Burrows.	es	difficult-pronounce
036a10f057e0087ec661e633ad35ee15cd97bf9eb32e6fde2382f9bd1aabfabb	Brisson nació en Fontenay-le-Comte.	es	difficult-pronounce
0390bea1b1337fadaf1c24ea45379e0090086c00ac767406406a7410ce4d49f2	Bocairente y Onteniente en la provincia de Valencia.	es	No me permite grabar :(
0354ff35f911f0f4c38673d9e7fa1aa36211f5a35946816cc64fa3de8f765bac	Les Côtes-de-Corps	es	different-language
039c94600f2fcdfdf1f7454d5352ebf90a9e852c76f224b0db6a28c4d6f546e3	Wiley-Blackwell, ed.	es	different-language
039c94600f2fcdfdf1f7454d5352ebf90a9e852c76f224b0db6a28c4d6f546e3	Wiley-Blackwell, ed.	es	grammar-or-spelling
03d431b253991a6f7f3094ce3b712ba45fa0d96ef24947d38e4e63d7c5c7e211	Curiosamente Bera es el municipio de Navarra situado a menor altitud.	es	grammar-or-spelling
02f688b67d557104fafae02955404d62984dbe1c7f1a0f96c2058cddf8e8b5f0	Esc. Sec.Gral.	es	grammar-or-spelling
0354ff35f911f0f4c38673d9e7fa1aa36211f5a35946816cc64fa3de8f765bac	Les Côtes-de-Corps	es	different-language
03fb0f21800fc5ee7b20adfdd415f29b0bbea9c6a9659ebf7740271c9608b19e	Actor en Tushy y Vixen.	es	offensive-language
03fb0f21800fc5ee7b20adfdd415f29b0bbea9c6a9659ebf7740271c9608b19e	Actor en Tushy y Vixen.	es	grammar-or-spelling
03fb0f21800fc5ee7b20adfdd415f29b0bbea9c6a9659ebf7740271c9608b19e	Actor en Tushy y Vixen.	es	different-language
03dc5eccb12dfd2ac38918bf4baef56011debc73e93680b392f5eaa30563f01e	Las reacciones en el Reino Unido ayudaron a intensificar estas rivalidades.	es	offensive-language
03dc5eccb12dfd2ac38918bf4baef56011debc73e93680b392f5eaa30563f01e	Las reacciones en el Reino Unido ayudaron a intensificar estas rivalidades.	es	grammar-or-spelling
03dc5eccb12dfd2ac38918bf4baef56011debc73e93680b392f5eaa30563f01e	Las reacciones en el Reino Unido ayudaron a intensificar estas rivalidades.	es	different-language
03dc5eccb12dfd2ac38918bf4baef56011debc73e93680b392f5eaa30563f01e	Las reacciones en el Reino Unido ayudaron a intensificar estas rivalidades.	es	José Antonio

02f0b6909aaddcbe5c1b6454972d54090709e92cd24dc6dde694f0285965328c	Tōru Irie	es	different-language
02f0b6909aaddcbe5c1b6454972d54090709e92cd24dc6dde694f0285965328c	Tōru Irie	es	difficult-pronounce
02f0b6909aaddcbe5c1b6454972d54090709e92cd24dc6dde694f0285965328c	Tōru Irie	es	offensive-language
037e3d51913582459c32296a14ae432217022f10d9eeb21d23d8ca8ed44f9dda	Drum Attack".	es	different-language
0406e811891f62c737062d12b73e6001ff63de5619b13819897e2d7f37990398	Sleep Medicine Reviews.	es	different-language
0406e811891f62c737062d12b73e6001ff63de5619b13819897e2d7f37990398	Sleep Medicine Reviews.	es	different-language
0354ff35f911f0f4c38673d9e7fa1aa36211f5a35946816cc64fa3de8f765bac	Les Côtes-de-Corps	es	different-language
041df017b152150318d64e298c21313f45ea88e38e7e7c452aae1acc2d1d9455	What lies behind the titanium esplendor?	es	different-language
03f5cce1bd20f1e9a08171710b4ca526c5294f0966510d5309b69c10e1bac344	King International Entertainer.	es	different-language
0406e811891f62c737062d12b73e6001ff63de5619b13819897e2d7f37990398	Sleep Medicine Reviews.	es	different-language
042302391fb22eade06a772a043d2666cb683c17b199f3d1a8d5fdb5dc4d624a	He is glad to have made new friends.	es	different-language
02f0b6909aaddcbe5c1b6454972d54090709e92cd24dc6dde694f0285965328c	Tōru Irie	es	different-language
03a406af7d25d6ddd3c4333191b297e8db2fb46a818ac6d07363a91c75f63cff	Pʷ Es 'pw'.	es	difficult-pronounce
041df017b152150318d64e298c21313f45ea88e38e7e7c452aae1acc2d1d9455	What lies behind the titanium esplendor?	es	different-language
02f0b6909aaddcbe5c1b6454972d54090709e92cd24dc6dde694f0285965328c	Tōru Irie	es	different-language
041df017b152150318d64e298c21313f45ea88e38e7e7c452aae1acc2d1d9455	What lies behind the titanium esplendor?	es	different-language
042665b93ffacd3d6a7f8cfb2f080ced204ae9f123f0237fbf89fd466c0add35	Peter's, St.	es	different-language
02f0b6909aaddcbe5c1b6454972d54090709e92cd24dc6dde694f0285965328c	Tōru Irie	es	different-language
0406e811891f62c737062d12b73e6001ff63de5619b13819897e2d7f37990398	Sleep Medicine Reviews.	es	different-language
03a406af7d25d6ddd3c4333191b297e8db2fb46a818ac6d07363a91c75f63cff	Pʷ Es 'pw'.	es	difficult-pronounce
02f0b6909aaddcbe5c1b6454972d54090709e92cd24dc6dde694f0285965328c	Tōru Irie	es	different-language
0412dfbf309f6bce79775150f3ff5749e1fd183f886ba70c225f14ecb3959c81	Fue miembro del "Pace Youth Theatre".	es	different-language
0409a90146138f8d086b5792a0b362748f0f07780235579c05fa93c477e08fbf	Soft Touch".	es	different-language
0380757661c1eb83ce8e9fbffabcdad8d69c57927a3beb9becabeca63c01edbe	Frances E. Dolan, Penguin.	es	different-language
042302391fb22eade06a772a043d2666cb683c17b199f3d1a8d5fdb5dc4d624a	He is glad to have made new friends.	es	different-language
042ede1b156415459e22dbd64e98e02fe0c1b30e54d2325e867dbf22d30fcdeb	Bush, Bill Clinton, George W. Bush, Barack Obama, y Donald Trump.	es	different-language
042c756958621f3601d9c882bfc54c2084b004ed19eb90dce4a0c0dd8c495b44	Records y Wea.	es	different-language
0413468bbab344a6ecc6d788796a713dd2c72884b53d138bc35ffd25656a7828	Oliphant, sir John E. Millais, el profesor T. H. Huxley y James Russell Lowell.	es	different-language
041df017b152150318d64e298c21313f45ea88e38e7e7c452aae1acc2d1d9455	What lies behind the titanium esplendor?	es	different-language
042302391fb22eade06a772a043d2666cb683c17b199f3d1a8d5fdb5dc4d624a	He is glad to have made new friends.	es	different-language
044d0c4d10a899e2c5691a783e8b1464e3bb5b4eddaef82e681661aafa5f4915	Siria es considerada una dictadura secular con un historial pobre derechos humanos.	es	grammar-or-spelling
044d0c4d10a899e2c5691a783e8b1464e3bb5b4eddaef82e681661aafa5f4915	Siria es considerada una dictadura secular con un historial pobre derechos humanos.	es	Makes no sense in spanish
0422fa83017afb97d0d3c3c5ef2baddb76ae3d626e7a3789a76506736c09f70e	Classic" en Chicago.	es	grammar-or-spelling
045e7452ef2f60c064548f8f19b4de52a2022dec90cfa4690b4eb59c57b6d98e	Botánica" como demostrador.	es	grammar-or-spelling
0445517feef88dce8c7c1ae4cee0d3602b16b20eeaa32144d3f83784e78c8a5f	En-shi se había casado con el hijo del Emperador, Ko-Ichijō.	es	difficult-pronounce
0354ff35f911f0f4c38673d9e7fa1aa36211f5a35946816cc64fa3de8f765bac	Les Côtes-de-Corps	es	different-language
04060604baa27466869a89dfd133f935a6c4070c81655e026132bba21dcd3b6b	Frank Jr.	es	different-language
042302391fb22eade06a772a043d2666cb683c17b199f3d1a8d5fdb5dc4d624a	He is glad to have made new friends.	es	different-language
045e5e2c12993438e1aaf56461129b013833b6cce72ab73a2035c2fd1c2f8b7a	John Shaw fue capitán de Hallam y Charles Alcock capitán del Sheffield Club.	es	difficult-pronounce
042ede1b156415459e22dbd64e98e02fe0c1b30e54d2325e867dbf22d30fcdeb	Bush, Bill Clinton, George W. Bush, Barack Obama, y Donald Trump.	es	different-language
042302391fb22eade06a772a043d2666cb683c17b199f3d1a8d5fdb5dc4d624a	He is glad to have made new friends.	es	different-language
040d3e8169535374cba3b84b2ef1cf16cd8b6256c5b2fd8e18e276379419c10b	Les Salles-sur-Verdon	es	different-language
0487c46486de25d3f6b341b6ae9ac9faccf7173a9bb8e6e829648697fc713ce4	Ansearch.com.au es propietario de los motores de búsqueda y Mysearch.com.au.	es	difficult-pronounce
04b5f7d6ac891ccce821a4327de52618dad69a0327126a8efa1bf2e7c8f846b3	Bajo las órdenes de Mr.	es	difficult-pronounce
04ba37b5739642f3cadf5f46d44717857a84184e49aaa1cdd1abe97e05515196	Yeah, I move the rock.	es	different-language
04af699e91f2c1fc8245885eff93bca3eacef6fa7e68836d6bb36977913c5a99	Municipio de Jönköping	es	difficult-pronounce
04f602e8acc3a34ba9269d383f67fa54d8861bcfab954284fd3b4d0a86ebfb09	Kitts-Nevis Grammar School.	es	different-language
04fa563482f6eb463ccdd6846280c5d9fe8eb3380a1423274a29745b9d341056	Tiene dos medias hermanas: la actriz Gabriella Wilde y Octavia Elsa Anstruther-Gough-Calthorpe.	es	different-language
04fa563482f6eb463ccdd6846280c5d9fe8eb3380a1423274a29745b9d341056	Tiene dos medias hermanas: la actriz Gabriella Wilde y Octavia Elsa Anstruther-Gough-Calthorpe.	es	difficult-pronounce
053cba52324e45040eb68c19bb2d9e9f184dc6b561583b9faa49d94f7a780c31	Pertenece al Servicio de Salud prestados por el Estado de Uruguay.	es	grammar-or-spelling
052af23b3e915d7eda468a48d7d33044c9aa1f4a08df35d1797524db2dfecfc9	Actualmente representada al estado de Wyoming en el Senado de ese país.	es	grammar-or-spelling
04f9a36f2039c65568ca8a3d7e64310efcd99f963dba5fef203271c8a7c9efd8	Es interesante recalcar que el sencillo fue grabado en el Rolling Stones Mobile Studio.	es	grammar-or-spelling
0530cf68edfc447e126f27c0bbc8262c93560f14690a37a3a915c81a1c991739	Fue uno de los sencillos menos populares de Kylie Minogue.	es	grammar-or-spelling
04f602e8acc3a34ba9269d383f67fa54d8861bcfab954284fd3b4d0a86ebfb09	Kitts-Nevis Grammar School.	es	different-language
04f602e8acc3a34ba9269d383f67fa54d8861bcfab954284fd3b4d0a86ebfb09	Kitts-Nevis Grammar School.	es	different-language
0508440fe79ec813065868c62220f002a7c943114417972226e32e7e4658589b	Le Plessis-l'Échelle	es	different-language
0588353a9634da6f5ffdd835d201c85d09b3aa8be41dd70063e4264e661bb5a6	La dirección y el guion estuvieron a cargo de Gastón Gallo.	es	grammar-or-spelling
05520320b32591c0c40a0ee32a8fbc43066efeab523901e9b862e9cf01a43654	Está compuesto por el Gobernador del Estado Apure y un grupo Secretarios Estadales.	es	grammar-or-spelling
05b1c8250c877b2e5943079cb761642537370665ad5612381876c4fce0892d2a	Farm Soundtrack.	es	different-language
0597e2aca11f18cc510cbb69938339808136fee98b1408f612fb5c3feace3206	Es protagonizada por Jael Unger, Claudia Di Girolamo, Bastián Bodenhöfer y Francisco Reyes.	es	difficult-pronounce
05844ff0948389e4465c1279a0b073a00e1d7e7ff38c6b725cfab09b3f5f85d9	Su trabajo impulsó ha promover la música cantopop con mucha popularidad sin precedentes.	es	grammar-or-spelling
05809e2902074191ca6d188bba5aa96fad14e027e00e25dd1a2fe505b1efceea	Muy influenciado inicialmente por el punk de los Sex Pistols y Kraftwerk.	es	different-language
055df3d199ad558ec486800af50c12f05e8382e6ded8ed285a445bf9abbfb565	La Neuville-en-Beine	es	different-language
058bff34f89ca6dc517faf931202270b82e88e8bd84daad090ca1faddbafa376	Los Sciaenidae tienen una aleta dorsal larga cerca de la cola	es	difficult-pronounce
0632c67ceb8951b8f7ec5eeacd3036904d8a8bece730dfff14af8bc247b21047	Su ciudad natal es la capital del país, Buyumbura.	es	difficult-pronounce
064d5c920a613a6047466dc3c1ed8cda5ccaf2f01c474538bf3b2ec92014af13	Out the Park ent.	es	different-language
06902c28aac9f0f679dad1dc8030f03b06cb1adf984a5b93ef8652351d320a92	Se ubica en en el Departamento Río Cuarto, Provincia de Córdoba, Argentina.	es	grammar-or-spelling
0674a2db72dc647177dcd479e489bce038d837f4b5200b458b1f852494a1a910	Hijo de Teodoro V. Espinosa y de María Cristina Bravo.	es	difficult-pronounce
064cb801d7fd6d82d22266c2388d7d6e37927f624f0df4387ec9ac75fd6de8ce	Hideyoshi Obata.	es	difficult-pronounce
064cb801d7fd6d82d22266c2388d7d6e37927f624f0df4387ec9ac75fd6de8ce	Hideyoshi Obata.	es	different-language
0684cc62d0cf3d7d7ed6f7698d36f52ddd4b02c8397731f01a54a60fab383cb5	На вікні свічі не задути.	es	different-language
06bbd65824290e3b290175b001cbb743a82ce3942c8a9fc64cd0b772150ee3eb	La Chapelle-Saint-Jean	es	different-language
06b68738865daab8a221b8f4cc6cff00a8a8e4bd61a6a42810ac818cf09a6ff2	Su nombre aparece grabado en el Arco de Triunfo de París.	es	grammar-or-spelling
06b9cb36f0d5d54d270dd41c6c27b1ae27c8b280338d31d0a41dcc9545dd7aef	Igualmente es en este periodo que son creados los "territorios nacionales".	es	grammar-or-spelling
06a6a27eb5ee164778dc6c1d06a10f33928995b6c9870bfa42a8f8109096268d	Claro que "antes de la escritura, mucho antes, vino la lectura.	es	grammar-or-spelling
06dd70ebcbab79800c150eb0ee8dfbfb2cec04496f1f1e502b243c108ac91d05	Why don't you leave your name and your number?	es	different-language
